fiscal_year,chain_name,medicaid_total,medicare_total,federal_medicaid_total,state_medicaid_total,private_total,private_carrier_administered_total,uninsured_other_total,total_revenue,facility_count,state_count,public_total,comprehensive_total,public_dependency,private_dependency,private_carrier_administered_dependency,comprehensive_dependency
2018,BELMOND COMMUNITY HOSPITAL,3086884.0,14057620.3,1935476.27,1151407.73,9936787.24,19983641.4,864068.46,27945360.0,1,1,17144504.3,27081291.54,0.6135009282399655,0.35557914587609535,0.7150969391698657,0.9690800741160608
2021,CITY OF GUTTENBERG,2173794.0,14968990.32,1362968.84,810825.16,4117941.24,13981231.42,561537.44,21822263.0,1,1,17142784.32,21260725.560000002,0.7855640049796853,0.18870367569119664,0.6406865969858396,0.974267680670882
2016,SCHUYLER COUNTY HOSPITAL DISTRICT,1384056.0,15758262.13,717217.82,666838.18,4039454.0,13744540.17,351256.87,21533029.0,1,1,17142318.130000003,21181772.130000003,0.7960941365936024,0.18759339431530975,0.6383003603441021,0.9836875309089121
2021,CONCORDIA PARISH HOSPITAL SERVICE DISTRICT NUMBER ONE,6405167.0,10721910.42,4344624.78,2060542.22,2724211.61,13425137.59,236887.97,20088177.0,1,1,17127077.42,19851289.03,0.8525949079401283,0.1356126845158722,0.6683103991965025,0.9882075924560004
2015,EFFINGHAM HOSPITAL INC,2612571.0,14508698.73,1734747.14,877823.86,19888139.81,29827352.36,1729403.46,38738813.0,1,1,17121269.73,37009409.54,0.4419668132319904,0.5133905318678711,0.7699604105061247,0.9553573450998615
2015,CASEY COUNTY HOSPITAL DISTRICT,7200770.0,9916894.0,5142069.86,2058700.14,0.0,10854869.2,0.0,17117664.0,1,1,17117664.0,17117664.0,1.0,0.0,0.6341326246385021,1.0
2022,Community Health Systems,0.0,17112914.41,0.0,0.0,2505066.18,11917169.11,974192.41,20592173.0,1,1,17112914.41,19617980.59,0.8310397552506965,0.12165137598640027,0.578723241592813,0.9526911312370967
2021,WINSTON COUNTY MEDICAL FOUNDATION,2771200.0,14339058.75,2131052.8,640147.2,4199209.38,14164091.69,1633025.87,22942494.0,1,1,17110258.75,21309468.13,0.7457889604329851,0.18303194848825066,0.6173736687040214,0.9288209089212358
2015,COUNTY OF GUNNISON,4904754.0,12177429.12,2452377.0,2452377.0,14584557.49,24960709.01,1268222.39,32934963.0,1,1,17082183.119999997,31666740.61,0.518664105376405,0.44282902306585253,0.7578787627604137,0.9614931284422575
2022,LOWER UMPQUA HOSPITAL DISTRICT,5297463.0,11770127.51,3059284.88,2238178.12,9967101.97,20413769.35,866704.52,27901397.0,1,1,17067590.509999998,27034692.479999997,0.6117109659419562,0.35722591130472786,0.7316396863569233,0.968936877246684
2023,RICHLAND OPEN MRI LLC,7750529.0,9316255.99,5257183.82,2493345.18,7136693.93,18073531.47,620582.08,24824061.0,1,1,17066784.990000002,24203478.92,0.6875097910047837,0.2874909923078259,0.7280650603460892,0.9750007833126095
2016,LEWIS COUNTY HOSPITAL DISTRICT NO 1,4737952.0,12322193.09,2368976.0,2368976.0,3910887.72,14241557.92,340077.19,21311110.0,1,1,17060145.09,20971032.81,0.8005282263570503,0.18351403188290052,0.6682691760307182,0.9840422582399508
2014,MUSC Health,3775837.0,13279006.49,2509798.85,1266038.15,3000981.25,13136312.57,1167048.26,21222873.0,1,1,17054843.490000002,20055824.740000002,0.8036067261015981,0.14140315733878256,0.6189695697656015,0.9450098834403807
2014,BRADLEY COUNTY MEDICAL CENTER,2885460.0,14167893.92,1997603.96,887856.04,1933135.98,11889572.64,751775.1,19738265.0,1,1,17053353.92,18986489.900000002,0.8639743118252796,0.09793849560739001,0.6023615875052848,0.9619128074326696
2014,WYANDOT MEMORIAL HOSPITAL,1678164.0,15374420.97,1088289.35,589874.65,17726578.43,27441132.96,1541441.6,36320605.0,1,1,17052584.97,34779163.4,0.4695016773536674,0.48805845690070415,0.7555252166091396,0.9575601342543716
2021,"PUBLIC HOSPITAL DISTRICT NO. 2, KLICKITAT COUNTY, WASHINGTON",3058362.0,13993061.45,1529181.0,1529181.0,1733550.99,11723506.29,150743.56,18935718.0,1,1,17051423.45,18784974.439999998,0.9004899338910729,0.09154926103145389,0.6191212971169089,0.9920391949225267
2018,MEMORIAL COMMUNITY HOSPITAL CORPORATION,0.0,17045212.86,0.0,0.0,7018136.74,16393003.81,2729275.4,26792625.0,1,1,17045212.86,24063349.6,0.6361904762971153,0.261942857036218,0.6118476188876604,0.8981333333333333
2019,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER - HEALTH CARE SERVIC,10135638.0,6900150.58,6875003.26,3260634.74,13199632.31,24596443.63,1147794.11,31383215.0,1,1,17035788.58,30235420.89,0.5428312102504476,0.42059528668429924,0.7837451844879499,0.9634264969347468
2021,QHG OF BLUFFTON COMPNAY LLC,6516795.0,10511206.98,4218973.08,2297821.92,14738852.89,25407612.98,5731776.13,37498631.0,1,1,17028001.98,31766854.87,0.4540966303543188,0.39305042602755286,0.6775610816298867,0.8471470563818717
2016,RAY COUNTY MEMORIAL HOSPITAL,671848.0,16352742.79,432938.85,238909.15,9095045.67,18592940.2,790873.54,26910510.0,1,1,17024590.79,26119636.46,0.6326372406171418,0.3379737385133169,0.6909174222264832,0.9706109791304587
2014,BOA VIDA HOSPITAL OF ABERDEEN MS LLC,1231421.0,15790101.9,946962.75,284458.25,1788405.91,11396527.71,695491.19,19505420.0,1,1,17021522.9,18809928.81,0.8726560566242613,0.09168763912799621,0.5842749199965959,0.9643436957522575
2022,COUNTY OF HOT SPRINGS,940327.0,16079663.57,470163.5,470163.5,10510074.31,20059134.52,4087251.12,31617316.0,1,1,17019990.57,27530064.880000003,0.538312314998528,0.33241513321371113,0.6344350836105127,0.8707274482122392
2022,"US HEALTHVEST, LLC",0.0,17019721.45,0.0,0.0,192409105.28,201769952.08,26237605.27,235666432.0,7,4,17019721.45,209428826.73,0.07221954058353121,0.8164468042695194,0.8561675516010698,0.8886663448530505
2016,FALL RIVER HEALTH SERVICES,906117.0,16108877.42,462210.28,443906.72,1510332.18,11049802.51,587351.4,19112678.0,1,1,17014994.42,18525326.6,0.8902464856050001,0.0790225304899711,0.5781399398870216,0.9692690160949712
2016,MASON HOSPITAL DISTRICT,1360868.0,15654095.19,705201.8,655666.2,6417779.99,16048183.34,558067.82,23990811.0,1,1,17014963.189999998,23432743.18,0.7092283453860729,0.2675099224448894,0.6689304225688744,0.9767382678309624
2020,PACIFIC COUNTY HOSPITAL DISTRICT 2,3181565.0,13825633.36,1590782.5,1590782.5,1426851.59,11417123.69,124074.05,18558124.0,1,1,17007198.36,18434049.95,0.9164287489403562,0.07688555103953396,0.6152089343728924,0.9933142999798902
2017,BELLIN MEMORIAL HOSPITAL INC,3997488.0,13004987.1,2425675.72,1571812.28,11326439.45,21477298.36,4404726.45,32733641.0,1,1,17002475.1,28328914.55,0.5194190007766017,0.346018319501946,0.6561231107776858,0.8654373202785477
2014,NORTHEAST MONTANA HEALTH SERVICES INC,6528781.0,10472391.370000001,4013241.68,2515539.32,9643478.85,20299879.849999998,3750241.78,30394893.0,2,1,17001172.37,26644651.22,0.5593430570721206,0.31727299878963217,0.6678714035940182,0.8766160558617528
2015,CURAHEALTH PENNSYLVANIA HOLDCO LLC,0.0,16999640.65,0.0,0.0,8908784.89,18258587.25,3464527.46,29372953.0,2,1,16999640.65,25908425.54,0.5787515014237757,0.30329891890679156,0.6216122447749806,0.8820504203305674
2018,FALL RIVER HEALTH SERVICES,1006350.0,15991788.43,513339.14,493010.86,2778595.61,12328841.75,1080564.96,20857299.0,1,1,16998138.43,19776734.04,0.8149731386599962,0.13321934014562478,0.5911044258415243,0.948192478805621
2014,CASEY COUNTY HOSPITAL DISTRICT,6458230.0,10531095.0,4611822.04,1846407.96,0.0,10635774.75,0.0,16989325.0,1,1,16989325.0,16989325.0,1.0,0.0,0.6260269169022312,1.0
2016,CEMP LLC,0.0,16987780.15,0.0,0.0,1524725.89,10868004.97,592948.96,19105455.0,1,1,16987780.15,18512506.04,0.8891586277322366,0.07980578792810744,0.568843033049985,0.9689644156603441
2015,JOHNSON REGIONAL MEDICAL CENTER,1490286.0,15496771.3,1031725.0,458561.0,10582541.78,20223480.5,4115432.92,31685032.0,1,1,16987057.3,27569599.08,0.5361224599678486,0.33399182869690647,0.6382660588760017,0.8701142886647549
2018,ALEGENT CREIGHTON HEALTH,1049914.0,15924330.42,587321.89,462592.11,1882764.89,11428582.12,163718.69,19020728.0,1,1,16974244.42,18857009.310000002,0.892407715414468,0.09898490162942238,0.6008488276579108,0.9913926170438904
2015,"OZARK HEALTH, INC",1543410.0,15424374.28,1068502.74,474907.26,6580799.08,16221762.43,2559199.64,26107783.0,1,1,16967784.28,23548583.36,0.6499128738736645,0.252062730872246,0.6213381821811527,0.9019756047459104
2019,MEMORIAL COMMUNITY HOSPITAL CORPORATION,0.0,16962761.0,0.0,0.0,11292773.76,20622292.31,4391634.24,32647169.0,1,1,16962761.0,28255534.759999998,0.5195783132068817,0.3459036144910451,0.6316716867548301,0.8654819276979269
2020,LA PAZ REGIONAL HOSPITAL INC,4181184.0,12766773.04,2690173.79,1491010.21,8047208.13,18204821.3,3129469.83,28124635.0,1,1,16947957.04,24995165.169999998,0.6026018485217675,0.2861266690216602,0.6472909355090297,0.8887285175434276
2018,WINSTON COUNTY MEDICAL FOUNDATION,1942464.0,15004790.73,1493754.82,448709.18,4300990.03,14010472.93,1672607.24,22920852.0,1,1,16947254.73,21248244.76,0.7393815347701734,0.18764529477351016,0.611254456422475,0.9270268295436837
2016,QHG OF BLUFFTON COMPNAY LLC,1208808.0,15735685.88,782582.3,426225.7,11101855.77,20663089.0,4317388.35,32363738.0,1,1,16944493.880000003,28046349.650000002,0.5235641779080031,0.34303379201747336,0.638464228081441,0.8665979699254766
2017,CLAY COUNTY MEDICAL CENTER,563837.0,16379731.55,342079.91,221757.09,3546442.17,12978172.27,308386.28,20798397.0,1,1,16943568.55,20490010.72,0.8146574252813811,0.1705151685488069,0.623998679802102,0.985172593830188
2022,RICHLAND OPEN MRI LLC,7950054.0,8987626.26,5392521.63,2557532.37,4243326.8,15149061.74,368984.94,21549992.0,1,1,16937680.259999998,21181007.06,0.7859715335393163,0.19690618910670593,0.7029729635166454,0.9828777226460222
2019,BELMOND COMMUNITY HOSPITAL,3579519.0,13356309.71,2244358.41,1335160.59,12310404.35,22341013.94,1070469.94,30316703.0,1,1,16935828.71,29246233.060000002,0.5586302939999775,0.4060601296255731,0.7369209620188581,0.9646904236255507
2015,"NFCH, INC",3368416.0,13551116.57,1927407.64,1441008.36,2503509.43,12482935.54,973587.0,20396629.0,1,1,16919532.57,19423042.0,0.8295259265636493,0.12274133289378358,0.6120097365108714,0.9522672594574328
2020,AMBERWELL HEALTH INC,1167682.0,15747462.95,708432.67,459249.33,3923044.6,13459910.72,1525628.45,22363818.0,1,1,16915144.95,20838189.55,0.7563621269856515,0.17541926874919123,0.6018610382180717,0.9317813957348428
2020,DUBOIS REGIONAL MEDICAL CENTER,3130407.0,13782193.07,1754906.16,1375500.84,8716374.67,18644386.11,3389701.26,29018676.0,1,1,16912600.07,25628974.740000002,0.582817771217405,0.30037120473725265,0.6424960983747157,0.8831889759546577
2023,FALL RIVER HEALTH SERVICES,1363859.0,15547879.48,695704.48,668154.52,8825568.85,18399796.81,3432165.67,29169473.0,1,1,16911738.48,25737307.33,0.5797752492820148,0.3025618203661067,0.6307894835810026,0.8823370696481214
2021,WRAY COMMUNITY DISTRICT HOSPITAL,2218900.0,14689404.91,1109450.0,1109450.0,12187411.2,21930758.9,1059774.89,30155491.0,1,1,16908304.91,29095716.11,0.5607040160612872,0.4041523051307637,0.7272559050688313,0.9648563211920509
2016,COLUMBUS COMMUNITY HOSPITAL,2415138.0,14491738.68,1444977.07,970160.93,4675738.55,14457548.32,1818342.77,23400958.0,1,1,16906876.68,21582615.23,0.7224865187143192,0.19980970650859678,0.6178186516979348,0.9222962252229161
2016,KND HOSPITAL REAL ESTATE HOLDINGS LLC,0.0,16906033.009999998,0.0,0.0,7250898.95,16549217.1,2819794.04,26976726.0,2,2,16906033.009999998,24156931.959999997,0.6266895771562494,0.26878350434370724,0.613462771575765,0.8954730814999565
2014,CARRIS HEALTH LLC,2132946.0,14770507.14,1080977.03,1051968.97,7183307.88,16906796.31,979541.98,25066303.0,1,1,16903453.14,24086761.02,0.6743496693549105,0.2865722910953402,0.6744830424335012,0.9609219604502507
2016,HEALTH AND HUMAN SERVICES COMMISSION,0.0,16903348.2,0.0,0.0,453322730.88,462619572.38,39419367.92,509645447.0,8,1,16903348.2,470226079.08,0.033166877678395115,0.8894864725044821,0.907728255207978,0.9226533501828772
2022,MID COAST HEALTH SYSTEM,2496474.0,14390219.55,1493640.4,1002833.6000000001,8520592.29,18307568.54,2189022.16,27596308.0,2,1,16886693.55,25407285.84,0.6119185780213788,0.3087584139878421,0.663406443354669,0.9206769920092209
2019,RICHLAND OPEN MRI LLC,6669861.0,10212850.74,4524166.72,2145694.28,3699729.64,14319193.3,321715.62,20904157.0,1,1,16882711.740000002,20582441.380000003,0.807624614568289,0.17698535463544404,0.6849926213240745,0.9846099692037331
2016,CHELAN COUNTY PUBLIC HOSPITAL DISTRICT NO 2,445691.0,16422316.17,222845.5,222845.5,7508403.2,16874945.34,652904.63,25029315.0,1,1,16868007.17,24376410.37,0.6739300364392714,0.29998436633203907,0.6742072381924955,0.9739144027713104
2019,HOSPITAL SERVICE DISTRICT #2 OF LASALLE PARISH,5990394.0,10875627.19,4063284.25,1927109.75,2315305.87,12789696.32,201330.94,19382658.0,1,1,16866021.189999998,19181327.06,0.8701603871873506,0.11945244403528144,0.6598525506666836,0.989612831222632
2017,LOWER UMPQUA HOSPITAL DISTRICT,4676473.0,12187061.65,2700663.16,1975809.84,4462519.2,14672757.86,388045.15,21714099.0,1,1,16863534.65,21326053.849999998,0.7766168262381045,0.20551251976883775,0.6757249223189044,0.9821293460069422
2016,LOWER UMPQUA HOSPITAL DISTRICT,4573735.0,12289273.51,2641331.96,1932403.04,5096731.45,15286133.13,443194.04,22402934.0,1,1,16863008.509999998,21959739.959999997,0.7527142877803416,0.22750285520637611,0.6823272848993798,0.9802171429867176
2017,RIDGEVIEW MEDICAL CENTER,2061843.0,14799159.88,1044942.03,1016900.97,3092702.49,12778622.67,1202717.63,21156423.0,2,1,16861002.880000003,19953705.370000005,0.7969685083343249,0.14618267416944727,0.6040067675901545,0.9431511825037723
2017,BELMOND COMMUNITY HOSPITAL,3431582.0,13425435.43,2151601.91,1279980.09,7747466.8,17705142.79,673692.77,25278177.0,1,1,16857017.43,24604484.23,0.6668604872099756,0.3064883515927592,0.7004121693585735,0.9733488388027349
2018,QHG OF BLUFFTON COMPNAY LLC,4000432.0,12848202.13,2589879.68,1410552.32,13748933.43,23815768.6,5346807.44,35944375.0,1,1,16848634.130000003,30597567.560000002,0.4687418860391926,0.38250584215193617,0.6625728949244493,0.8512477281911287
2014,HARRISON COUNTY COMMUNITY HOSPITAL DISTRICT,1770837.0,15076519.11,1141127.36,629709.64,2806244.62,12426457.88,244021.27,19897622.0,1,1,16847356.11,19653600.73,0.8467019883079495,0.14103417081699512,0.6245197481387474,0.9877361591249447
2020,"US HEALTHVEST, LLC",0.0,16839423.31,0.0,0.0,107948871.09,117210553.92,14720300.6,139508595.0,5,3,16839423.31,124788294.4,0.12070527489722048,0.7737793581105165,0.8401672593720838,0.894484633007737
2022,MASON HOSPITAL DISTRICT,486340.0,16350194.11,252021.39,234318.61,12916486.18,22273847.94,1123172.71,30876193.0,1,1,16836534.11,29753020.29,0.5452917757704131,0.4183315663300848,0.7213923018294387,0.9636233421004979
2015,LA PAZ REGIONAL HOSPITAL INC,4000000.0,12836441.82,2573600.0,1426400.0,4415859.49,14475902.49,1717278.69,22969580.0,1,1,16836441.82,21252301.310000002,0.732988666749675,0.19224815995764835,0.6302206000283854,0.9252368267073234
2020,COMANCHE COUNTY MEDICAL CENTER COMPANY,1512042.0,15321034.85,904654.73,607387.27,8228440.91,17789041.58,3199949.24,28261467.0,1,1,16833076.85,25061517.76,0.5956193586836805,0.2911540618185178,0.6294450879000725,0.8867734205021983
2017,AMBERWELL HEALTH INC,1568477.0,15263768.58,951595.0,616882.0,4597299.66,14168730.13,1787838.76,23217384.0,1,1,16832245.58,21429545.24,0.7249845882723048,0.19801109634056965,0.6102638492777653,0.9229956846128745
2014,PALO ALTO COUNTY HOSPITAL,3290911.0,13539399.37,2063401.2,1227509.8,5733083.62,15647936.52,498529.01,23061923.0,1,1,16830310.369999997,22563393.99,0.7297878138783135,0.2485952112492961,0.6785182883491545,0.9783830251276097
2023,"ALLEGIANCE HOSPITAL OF MANY, LLC",4364545.0,12462970.87,2960470.87,1404074.13,8801905.05,18929947.78,3422963.08,29052384.0,1,1,16827515.869999997,25629420.919999998,0.5792129096875491,0.3029667049010505,0.6515798421224228,0.8821796145885996
2019,"NFCH, INC",3108975.0,13712754.71,1778955.5,1330019.5,7206634.29,17080380.63,2802580.0,26830944.0,1,1,16821729.71,24028364.0,0.6269525854177923,0.26859413854391406,0.6365926085194766,0.8955467239617063
2019,"ALLEGIANCE HOSPITAL OF MANY, LLC",3086301.0,13730433.01,2093437.97,992863.03,125441.27,9991905.18,48782.72,16990958.0,1,1,16816734.009999998,16942175.279999997,0.9897460761188391,0.007382825029642237,0.5880719133082432,0.9971289011484813
2016,MARTIN HEALTH,3572711.0,13235876.06,2292251.38,1280459.62,7340401.4,17299666.48,2854600.54,27003589.0,1,1,16808587.060000002,24148988.46,0.6224575207391878,0.27183058518628767,0.6406432300536051,0.8942881059254754
2018,TROY HOSPITAL HEALTH CARE AUTHORITY,2231357.0,14576455.34,1620634.59,610722.41,22893265.89,32583834.08,1990718.77,41691797.0,1,1,16807812.34,39701078.230000004,0.4031443485153686,0.5491071994330203,0.7815406488715274,0.9522515479483891
2015,ROOSEVELT COUNTY SPECIAL HOSPITAL DISTRICT,3969863.0,12827910.53,2844803.83,1125059.17,6075582.91,16108330.95,528311.56,23401668.0,1,1,16797773.53,22873356.44,0.7178024032304022,0.25962178892547316,0.688341145169652,0.9774241921558754
2015,ST VINCENT WILLIAMSPORT HOSPITAL,416361.0,16378279.48,269552.11,146808.89,4669305.1,13989629.56,636723.42,22100669.0,1,1,16794640.48,21463945.58,0.7599154794816393,0.21127437816475148,0.63299575049063,0.9711898576463907
2022,EMANUEL COUNTY HOSPITAL AUTHORITY,4351581.0,12434784.07,2889449.78,1462131.22,18951646.66,29054463.65,1647969.27,37385981.0,1,1,16786365.07,35738011.730000004,0.4490015942071976,0.5069185334470694,0.7771486229022584,0.9559201276542671
2015,RIDGEVIEW MEDICAL CENTER,446399.0,16334880.0,226235.02,220163.97999999998,6341327.28,15660310.530000001,2466071.72,25588678.0,2,1,16781279.0,23122606.28,0.6558087526053514,0.24781769812414695,0.6120015473249537,0.9036264507294984
2016,EAGLEVILLE FOUNDATION,4376251.0,12402571.08,2453326.31,1922924.69,12711270.18,22814872.52,4943271.74,34433364.0,1,1,16778822.08,29490092.259999998,0.48728384714313705,0.36915562998724144,0.6625804124162832,0.8564394771303785
2022,HARRISON COUNTY COMMUNITY HOSPITAL DISTRICT,2188165.0,14587893.02,1410053.53,778111.47,9996607.74,19661072.65,869270.24,27641936.0,1,1,16776058.02,26772665.759999998,0.6069060437734897,0.36164643967050647,0.7112769760410413,0.968552483443996
2022,"MIDWEST HOLDINGS, INC.",3862551.0,12904761.49,2489027.86,1373523.14,12307434.85,22301966.92,4786224.66,33860972.0,1,1,16767312.49,29074747.34,0.49518107424677593,0.3634696266250124,0.6586333942215244,0.8586507008717883
2015,"SOUTHWEST PHYSICIANS,LLP",0.0,16764692.16,0.0,0.0,3440509.46,12661090.15,469160.38,20674362.0,1,1,16764692.16,20205201.62,0.810892842062067,0.16641429902407628,0.6124053622549513,0.9773071410861434
2014,Landmark Hospitals,0.0,16763441.66,0.0,0.0,6014891.82,15234784.73,820212.52,23598546.0,2,2,16763441.66,22778333.48,0.710359089920201,0.2548840009041235,0.6455815002331076,0.9652430908243246
2019,"MIDWEST HOLDINGS, INC.",2655364.0,14105933.46,1711116.56,944247.44,8564049.03,18313835.43,3330463.51,28655810.0,1,1,16761297.46,25325346.490000002,0.5849179436910003,0.2988590805843562,0.6390967636231536,0.8837770242753564
2023,ORCHARD HOSPITAL,4120515.0,12628739.4,2060257.5,2060257.5,9284627.95,19320820.87,3610688.65,29644571.0,1,1,16749254.4,26033882.35,0.5650024215226458,0.31319825643622906,0.6517490460563589,0.8782006779588749
2019,WAYNE GENERAL HOSPITAL,4439529.0,12306976.32,3413997.8,1025531.2,10001367.55,20099851.28,869684.13,27617557.0,1,1,16746505.32,26747872.87,0.6063717120236233,0.3621380250975856,0.7277925154639855,0.9685097371212088
2019,HOWARD COUNTY,1758762.0,14975011.09,1102743.77,656018.23,7394565.24,16949892.84,643005.67,24771344.0,1,1,16733773.09,24128338.33,0.6755294783359352,0.2985128800439734,0.684254065504076,0.9740423583799086
2021,MINERS' COLFAX MEDICAL CENTER,5566241.0,11167432.87,3988768.3,1577472.7,9980399.32,20297168.15,867860.81,27581934.0,1,1,16733673.87,26714073.189999998,0.6066896494640296,0.361845522507595,0.7358863287106697,0.9685351719716245
2016,MERCY HOSPITALS EAST COMMUNITIES,2268130.0,14464284.29,1461582.97,806547.03,11932300.59,21588754.45,4640339.12,33305054.0,1,1,16732414.29,28664714.88,0.5023986536698004,0.35827296932171315,0.64821256407511,0.8606716229915136
